# VERA format data — G3 inverse PR
# Source: RA=6.166667h Dec=20.500000d
# DOY        RA(mas)       dRA(mas)      Dec(mas)      dDec(mas) SPOT CH      VLSR
   74.0000     5.596400   0.020200     2.454600   0.020200    3  1  -35.840
  152.0000     5.408600   0.020000     2.658800   0.020000    3  1  -35.840
  232.0000     5.617200   0.020000     2.955800   0.020000    3  1  -35.840
  314.0000     5.127600   0.020000     3.003000   0.020000    3  1  -35.840
   25.0000     4.072200   0.020000     3.268500   0.020000    3  1  -35.840
  105.0000     3.473400   0.020000     3.527100   0.020000    3  1  -35.840
   74.0000     5.625700   0.006700     2.483200   0.006700    3  2  -35.420
  152.0000     5.464900   0.006700     2.688700   0.006700    3  2  -35.420
  232.0000     5.631200   0.006700     2.986300   0.006700    3  2  -35.420
  314.0000     5.084200   0.006700     3.008500   0.006700    3  2  -35.420
   25.0000     4.148000   0.006700     3.249300   0.006700    3  2  -35.420
  105.0000     3.473400   0.006700     3.518600   0.006700    3  2  -35.420
   74.0000     5.601900   0.003000     2.460000   0.003000    3  3  -35.000
  152.0000     5.468000   0.003000     2.702200   0.003000    3  3  -35.000
  232.0000     5.647900   0.003000     2.930200   0.003000    3  3  -35.000
  314.0000     5.108400   0.003000     3.038600   0.003000    3  3  -35.000
   25.0000     4.121800   0.003000     3.250900   0.003000    3  3  -35.000
  105.0000     3.445200   0.003000     3.537000   0.003000    3  3  -35.000
   74.0000     5.601000   0.005000     2.476000   0.005000    3  4  -34.580
  152.0000     5.485200   0.005000     2.708500   0.005000    3  4  -34.580
  232.0000     5.648100   0.005000     2.908100   0.005000    3  4  -34.580
  314.0000     5.134700   0.005000     3.100900   0.005000    3  4  -34.580
   25.0000     4.106100   0.005000     3.316400   0.005000    3  4  -34.580
  105.0000     3.468800   0.005000     3.569700   0.005000    3  4  -34.580
   74.0000     5.509600   0.030000     2.487600   0.030000    3  5  -34.160
  152.0000     5.454900   0.030200     2.744200   0.030200    3  5  -34.160
  232.0000     5.716800   0.030100     2.959700   0.030100    3  5  -34.160
  314.0000     5.101400   0.030000     2.923200   0.030000    3  5  -34.160
   25.0000     4.210000   0.030300     3.322800   0.030300    3  5  -34.160
  105.0000     3.500900   0.030500     3.479400   0.030500    3  5  -34.160
