# VERA format data — G1 inverse PR
# Source: RA=6.166667h Dec=20.500000d
# DOY        RA(mas)       dRA(mas)      Dec(mas)      dDec(mas) SPOT CH      VLSR
   74.0000    -3.481100   0.060000    -5.622400   0.060000    1  1  -50.420
  152.0000    -3.572200   0.060000    -5.402000   0.060000    1  1  -50.420
  314.0000    -3.898600   0.060000    -5.098200   0.060000    1  1  -50.420
   25.0000    -4.795500   0.060000    -4.686300   0.060000    1  1  -50.420
   74.0000    -3.510800   0.015000    -5.576300   0.015000    1  2  -50.000
  152.0000    -3.610500   0.015000    -5.371700   0.015000    1  2  -50.000
  314.0000    -3.863000   0.015000    -4.989300   0.015000    1  2  -50.000
   25.0000    -4.772600   0.015000    -4.696500   0.015000    1  2  -50.000
   74.0000    -3.439200   0.037600    -5.656600   0.037600    1  3  -49.580
  152.0000    -3.598500   0.037500    -5.328100   0.037500    1  3  -49.580
  314.0000    -3.923900   0.037500    -5.045200   0.037500    1  3  -49.580
   25.0000    -4.895800   0.037500    -4.714000   0.037500    1  3  -49.580
