# VERA format data — G4 normal PR
# Source: RA=6.166667h Dec=20.500000d
# DOY        RA(mas)       dRA(mas)      Dec(mas)      dDec(mas) SPOT CH      VLSR
   74.0000     2.716300   0.100000   -11.090300   0.100000    4  1  -28.840
  152.0000     2.450400   0.100000   -10.601000   0.100000    4  1  -28.840
  232.0000     2.684500   0.100000   -10.080500   0.100000    4  1  -28.840
  314.0000     2.053300   0.104500    -9.892300   0.104500    4  1  -28.840
   25.0000     0.764900   0.103900    -9.584700   0.103900    4  1  -28.840
  105.0000     0.119500   0.102000    -9.089700   0.102000    4  1  -28.840
   74.0000     2.756000   0.020200   -10.973800   0.020200    4  2  -28.420
  152.0000     2.571400   0.020000   -10.597300   0.020000    4  2  -28.420
  232.0000     2.638000   0.020000   -10.218800   0.020000    4  2  -28.420
  314.0000     2.102700   0.020000    -9.813600   0.020000    4  2  -28.420
   25.0000     0.977300   0.020000    -9.417300   0.020000    4  2  -28.420
  105.0000     0.289300   0.020000    -9.050100   0.020000    4  2  -28.420
   74.0000     2.740300   0.010000   -10.985600   0.010000    4  3  -28.000
  152.0000     2.601400   0.010000   -10.559000   0.010000    4  3  -28.000
  232.0000     2.660600   0.010000   -10.184100   0.010000    4  3  -28.000
  314.0000     2.072900   0.010000    -9.807200   0.010000    4  3  -28.000
   25.0000     0.954400   0.010000    -9.490600   0.010000    4  3  -28.000
  105.0000     0.338900   0.010000    -9.012500   0.010000    4  3  -28.000
   74.0000     2.797700   0.012500   -11.045500   0.012500    4  4  -27.580
  152.0000     2.628800   0.012500   -10.560700   0.012500    4  4  -27.580
  232.0000     2.660700   0.012500   -10.158100   0.012500    4  4  -27.580
  314.0000     1.971900   0.012500    -9.882400   0.012500    4  4  -27.580
   25.0000     1.005000   0.012500    -9.451600   0.012500    4  4  -27.580
  105.0000     0.352200   0.012500    -8.947700   0.012500    4  4  -27.580
   74.0000     2.743800   0.050000   -10.925800   0.050000    4  5  -27.160
  152.0000     2.571200   0.050000   -10.617600   0.050000    4  5  -27.160
  232.0000     2.705100   0.050000   -10.099700   0.050000    4  5  -27.160
  314.0000     2.193100   0.051700    -9.799200   0.051700    4  5  -27.160
   25.0000     0.969700   0.050000    -9.361600   0.050000    4  5  -27.160
  105.0000     0.349700   0.050000    -9.024900   0.050000    4  5  -27.160
