# VERA format data — G1 normal PR
# Source: RA=6.166667h Dec=20.500000d
# DOY        RA(mas)       dRA(mas)      Dec(mas)      dDec(mas) SPOT CH      VLSR
   74.0000    -3.555000   0.060200    -5.646800   0.060200    1  1  -50.420
  152.0000    -3.610900   0.060000    -5.323600   0.060000    1  1  -50.420
  314.0000    -3.827600   0.060000    -4.932100   0.060000    1  1  -50.420
   25.0000    -4.878900   0.060000    -4.738000   0.060000    1  1  -50.420
   74.0000    -3.519300   0.015000    -5.556600   0.015000    1  2  -50.000
  152.0000    -3.624700   0.015000    -5.322200   0.015000    1  2  -50.000
  314.0000    -3.843700   0.015000    -4.938200   0.015000    1  2  -50.000
   25.0000    -4.861700   0.015000    -4.652200   0.015000    1  2  -50.000
   74.0000    -3.563900   0.037500    -5.609000   0.037500    1  3  -49.580
  152.0000    -3.496000   0.037500    -5.304600   0.037500    1  3  -49.580
  314.0000    -3.860100   0.037500    -4.835800   0.037500    1  3  -49.580
   25.0000    -4.809400   0.037500    -4.659200   0.037500    1  3  -49.580
